survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,age_group,age_standardized,fare_standardized
1,1,female,15.0,0,1,211.3375,S,First,child,False,Southampton,yes,False,Teenager,-1.1024433190902012,3.606636220208546
1,1,male,31.0,1,0,57.0,S,First,man,True,Southampton,yes,False,Adult,0.12975409542956598,0.5010979819813071
1,3,female,4.0,0,1,13.4167,C,Third,child,False,Cherbourg,yes,False,Child,-1.949579041572541,-0.37587362050110473
1,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,Adult,-0.10128291979289036,0.4909526033162764
0,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,Adult,-0.3323199350153467,-0.5004613656027915
0,1,male,60.0,0,0,26.55,S,First,man,True,Southampton,no,True,Senior,2.3631119092466437,-0.11160884140263673
0,2,male,52.0,0,0,13.5,S,Second,man,True,Southampton,no,True,Adult,1.7470132019867604,-0.37419747999575553
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,1.1309144947268768,-0.4838609344273645
1,3,female,28.0,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.49023348782525267
0,1,male,49.0,1,1,110.8833,C,First,man,True,Cherbourg,no,False,Adult,1.515976186764304,1.585323452472081
0,3,male,42.0,0,0,7.65,S,Third,man,True,Southampton,no,True,Adult,0.9768898179119059,-0.49190962833060187
1,1,female,18.0,1,0,227.525,C,First,woman,False,Cherbourg,yes,False,Adult,-0.8714063038677448,3.9323568016051826
1,1,male,35.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,Adult,0.43780344905950774,-0.11689079677663623
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,Adult,-0.8714063038677448,-0.3549973206895828
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,Queenstown,no,True,Adult,-0.3323199350153467,-0.4900644652532847
0,3,male,26.0,1,0,7.8542,S,Third,man,True,Southampton,no,False,Adult,-0.25530759660786123,-0.4878007700929992
0,2,male,39.0,0,0,26.0,S,Second,man,True,Southampton,no,True,Adult,0.7458528026894495,-0.12267579551958811
1,2,female,45.0,0,0,13.5,S,Second,woman,False,Southampton,yes,True,Adult,1.2079268331343622,-0.37419747999575553
1,1,male,42.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,Adult,0.9768898179119059,-0.11689079677663623
1,1,female,22.0,0,0,151.55,S,First,woman,False,Southampton,yes,True,Adult,-0.563356950237803,2.4036080033590372
1,3,male,28.0,1,1,15.2458,C,Third,man,True,Cherbourg,yes,False,Adult,-0.10128291979289036,-0.3390689554550761
1,1,female,24.0,0,0,49.5042,C,First,woman,False,Cherbourg,yes,True,Adult,-0.4093322734228321,0.3502694825815905
0,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.11160884140263673
1,1,male,48.0,1,0,52.0,S,First,man,True,Southampton,yes,False,Adult,1.4389638483568186,0.40048930819084005
0,3,male,29.0,0,0,9.4833,S,Third,man,True,Southampton,no,True,Adult,-0.024270581385404916,-0.45502045199858926
0,2,male,52.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,1.7470132019867604,-0.3842583473748022
0,3,male,19.0,0,0,7.65,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.49190962833060187
1,1,female,38.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,Adult,0.6688404642819641,3.9323568016051826
1,2,female,27.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,Adult,-0.1782952582003758,-0.4345626842700357
0,3,male,28.0,0,0,15.5,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.33395401047956874
0,3,male,33.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Adult,0.28377877224453685,-0.4893944114858402
1,2,female,6.0,0,1,33.0,S,Second,child,False,Southampton,yes,False,Child,-1.79555436475757,0.01817634778706563
0,3,male,17.0,1,0,7.0542,S,Third,man,True,Southampton,no,False,Teenager,-0.9484186422752302,-0.5038981578994739
0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,0.3607911106520223,-0.3842583473748022
0,2,male,50.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,1.5929885251717895,-0.3842583473748022
1,1,male,27.0,1,0,53.1,S,First,man,True,Southampton,yes,False,Adult,-0.1782952582003758,0.4226232164247428
0,3,male,20.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,Adult,-0.7173816270527739,-0.47153637188803227
1,2,female,30.0,3,0,21.0,S,Second,woman,False,Southampton,yes,False,Adult,0.052741757022080525,-0.22328446931005508
1,3,female,28.0,0,0,7.7375,Q,Third,woman,False,Queenstown,yes,True,Adult,-0.10128291979289036,-0.49014897653926864
0,2,male,25.0,1,0,26.0,S,Second,man,True,Southampton,no,False,Adult,-0.3323199350153467,-0.12267579551958811
0,3,female,25.0,1,0,7.925,S,Third,woman,False,Southampton,no,False,Adult,-0.3323199350153467,-0.48637615127212613
1,1,female,29.0,0,0,211.3375,S,First,woman,False,Southampton,yes,True,Adult,-0.024270581385404916,3.606636220208546
0,3,male,11.0,0,0,18.7875,C,Third,child,False,Cherbourg,no,True,Child,-1.4104926727201428,-0.2678038074623367
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.6458408992300163
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,-0.4863446118303176,-0.3842583473748022
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,-0.4863446118303176,-0.3842583473748022
0,3,male,28.5,0,0,16.1,S,Third,man,True,Southampton,no,True,Adult,-0.06277675058914764,-0.32188096962471263
0,3,female,48.0,1,3,34.375,S,Third,woman,False,Southampton,no,False,Adult,1.4389638483568186,0.045843733079444046
1,1,male,35.0,0,0,512.3292,C,First,man,True,Cherbourg,yes,True,Adult,0.43780344905950774,9.663111371996164
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
1,1,male,28.0,0,0,30.0,S,First,man,True,Southampton,yes,True,Adult,-0.10128291979289036,-0.04218885648721454
0,1,male,36.0,1,0,78.85,S,First,man,True,Southampton,no,False,Adult,0.5148157874669932,0.9407578864456475
1,1,female,21.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,Adult,-0.6403692886452884,4.633599257924737
0,3,male,24.0,1,0,16.1,S,Third,man,True,Southampton,no,False,Adult,-0.4093322734228321,-0.32188096962471263
1,3,male,31.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,Adult,0.12975409542956598,-0.48637615127212613
0,1,male,70.0,1,1,71.0,S,First,man,True,Southampton,no,False,Senior,3.1332352933214986,0.7828022685946145
0,3,male,16.0,1,1,20.25,S,Third,man,True,Southampton,no,False,Teenager,-1.0254309806827158,-0.23837577037862512
1,2,female,30.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,0.052741757022080525,-0.3842583473748022
0,1,male,19.0,1,0,53.1,S,First,man,True,Southampton,no,False,Adult,-0.7943939654602593,0.4226232164247428
0,3,male,31.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,0.12975409542956598,-0.4898974548547925
1,2,female,4.0,1,1,23.0,S,Second,child,False,Southampton,yes,False,Child,-1.949579041572541,-0.1830409997938683
1,3,male,6.0,0,1,12.475,S,Third,child,False,Southampton,yes,False,Child,-1.79555436475757,-0.3948222581228012
0,3,male,33.0,0,0,9.5,S,Third,man,True,Southampton,no,True,Adult,0.28377877224453685,-0.45468441902812906
0,3,male,23.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.4863446118303176,-0.48696370592706245
1,2,female,48.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False,Adult,1.4389638483568186,0.6620718600460541
1,2,male,0.67,1,1,14.5,S,Second,child,False,Southampton,yes,False,Child,-2.206030128469467,-0.3540757452376621
0,3,male,28.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48897587940287185
0,2,male,18.0,0,0,11.5,S,Second,man,True,Southampton,no,True,Adult,-0.8714063038677448,-0.41444094951194227
0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,0.3607911106520223,-0.4838609344273645
1,1,female,33.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,Adult,0.28377877224453685,1.0946891573450621
0,3,male,28.0,0,0,14.5,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.3540757452376621
0,3,male,41.0,0,0,7.125,S,Third,man,True,Southampton,no,True,Adult,0.8998774795044204,-0.5024735390786009
1,3,male,20.0,0,0,7.2292,C,Third,man,True,Cherbourg,yes,True,Adult,-0.7173816270527739,-0.5003768543168076
1,1,female,36.0,1,2,120.0,S,First,woman,False,Southampton,yes,False,Adult,0.5148157874669932,1.7687672717411906
0,3,male,16.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Teenager,-1.0254309806827158,-0.4893944114858402
1,1,female,51.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False,Adult,1.670000863579275,0.9228153355618557
0,1,male,28.0,0,0,39.6,C,First,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,0.15097979719048205
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,Adult,0.09124792622582324,-0.4898974548547925
0,3,male,28.0,1,0,24.15,Q,Third,man,True,Queenstown,no,False,Adult,-0.10128291979289036,-0.1599010048220609
0,3,male,32.0,0,0,8.3625,S,Third,man,True,Southampton,no,True,Adult,0.2067664338370514,-0.4775728923154603
0,3,male,24.0,0,0,9.5,S,Third,man,True,Southampton,no,True,Adult,-0.4093322734228321,-0.45468441902812906
0,3,male,48.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,Adult,1.4389638483568186,-0.4878007700929992
0,2,female,57.0,0,0,10.5,S,Second,woman,False,Southampton,no,True,Adult,2.1320748940241874,-0.4345626842700357
0,3,male,28.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5004613656027915
1,2,female,54.0,1,3,23.0,S,Second,woman,False,Southampton,yes,False,Adult,1.901037878801731,-0.1830409997938683
0,3,male,18.0,0,0,7.75,S,Third,man,True,Southampton,no,True,Adult,-0.8714063038677448,-0.4898974548547925
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4898974548547925
1,3,female,5.0,0,0,12.475,S,Third,child,False,Southampton,yes,True,Child,-1.8725667031650555,-0.3948222581228012
0,3,male,28.0,0,0,7.7375,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.49014897653926864
1,1,female,43.0,0,1,211.3375,S,First,woman,False,Southampton,yes,False,Adult,1.0539021563193913,3.606636220208546
1,3,female,13.0,0,0,7.2292,C,Third,child,False,Cherbourg,yes,True,Teenager,-1.2564679959051719,-0.5003768543168076
1,1,female,17.0,1,0,57.0,S,First,woman,False,Southampton,yes,False,Teenager,-0.9484186422752302,0.5010979819813071
0,1,male,29.0,0,0,30.0,S,First,man,True,Southampton,no,True,Adult,-0.024270581385404916,-0.04218885648721454
0,3,male,28.0,1,2,23.45,S,Third,man,True,Southampton,no,False,Adult,-0.10128291979289036,-0.17398621915272627
0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True,Adult,-0.3323199350153467,-0.5039826691854579
0,3,male,25.0,0,0,7.25,S,Third,man,True,Southampton,no,True,Adult,-0.3323199350153467,-0.4999583222338392
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,Southampton,yes,True,Adult,-0.8714063038677448,-0.4950123998302999
0,3,male,8.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,Child,-1.6415296879425991,-0.05979537440054626
1,3,male,1.0,1,2,20.575,S,Third,child,False,Southampton,yes,False,Child,-2.1806160567949973,-0.23183620658224477
0,1,male,46.0,0,0,79.2,C,First,man,True,Cherbourg,no,True,Adult,1.2849391715418477,0.9478004936109804
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.4898974548547925
0,2,male,16.0,0,0,26.0,S,Second,man,True,Southampton,no,True,Teenager,-1.0254309806827158,-0.12267579551958811
0,3,female,28.0,8,2,69.55,S,Third,woman,False,Southampton,no,False,Adult,-0.10128291979289036,0.7536257531953791
0,1,male,28.0,0,0,30.6958,C,First,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.02818815344253319
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.3323199350153467,-0.48696370592706245
0,2,male,39.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,0.7458528026894495,-0.3842583473748022
1,1,female,49.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,Adult,1.515976186764304,-0.1241004143404611
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,Southampton,yes,True,Adult,0.12975409542956598,-0.47111783980506394
0,3,male,30.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,Adult,0.052741757022080525,-0.5003768543168076
0,3,female,30.0,1,1,24.15,S,Third,woman,False,Southampton,no,False,Adult,0.052741757022080525,-0.1599010048220609
0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,0.3607911106520223,-0.3842583473748022
1,2,female,31.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,Adult,0.12975409542956598,-0.11764536183006476
1,1,male,11.0,1,2,120.0,S,First,child,False,Southampton,yes,False,Child,-1.4104926727201428,1.7687672717411906
1,3,male,0.42,0,1,8.5167,C,Third,child,False,Cherbourg,yes,False,Child,-2.225283213071339,-0.4744701208157623
1,3,male,27.0,0,0,6.975,S,Third,man,True,Southampton,yes,True,Adult,-0.1782952582003758,-0.5054917992923148
0,3,male,31.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Adult,0.12975409542956598,-0.4893944114858402
0,1,male,39.0,0,0,0.0,S,First,man,True,Southampton,no,True,Adult,0.7458528026894495,-0.6458408992300163
0,3,female,18.0,0,0,7.775,S,Third,woman,False,Southampton,no,True,Adult,-0.8714063038677448,-0.4893944114858402
0,2,male,39.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,0.7458528026894495,-0.3842583473748022
1,1,female,33.0,1,0,53.1,S,First,woman,False,Southampton,yes,False,Adult,0.28377877224453685,0.4226232164247428
0,3,male,26.0,0,0,7.8875,S,Third,man,True,Southampton,no,True,Adult,-0.25530759660786123,-0.48713071632555466
0,3,male,39.0,0,0,24.15,S,Third,man,True,Southampton,no,True,Adult,0.7458528026894495,-0.1599010048220609
0,2,male,35.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,0.43780344905950774,-0.4345626842700357
0,3,female,6.0,4,2,31.275,S,Third,child,False,Southampton,no,False,Child,-1.79555436475757,-0.016533644670645498
0,3,male,30.5,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,0.09124792622582324,-0.4838609344273645
0,1,male,28.0,0,0,0.0,S,First,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.6458408992300163
0,3,female,23.0,0,0,7.925,S,Third,woman,False,Southampton,no,True,Adult,-0.4863446118303176,-0.48637615127212613
0,2,male,31.0,1,1,37.0042,C,Second,man,True,Cherbourg,no,False,Adult,0.12975409542956598,0.09874779810542314
0,3,male,43.0,0,0,6.45,S,Third,man,True,Southampton,no,True,Adult,1.0539021563193913,-0.5160557100403139
0,3,male,10.0,3,2,27.9,S,Third,child,False,Southampton,no,False,Child,-1.4875050111276282,-0.08444449947921069
1,1,female,52.0,1,1,93.5,S,First,woman,False,Southampton,yes,False,Adult,1.7470132019867604,1.2355413006517157
1,3,male,27.0,0,0,8.6625,S,Third,man,True,Southampton,yes,True,Adult,-0.1782952582003758,-0.47153637188803227
0,1,male,38.0,0,0,0.0,S,First,man,True,Southampton,no,True,Adult,0.6688404642819641,-0.6458408992300163
1,3,female,27.0,0,1,12.475,S,Third,woman,False,Southampton,yes,False,Adult,-0.1782952582003758,-0.3948222581228012
0,3,male,2.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,Child,-2.103603718387512,0.15274044898181519
0,3,male,28.0,0,0,6.95,Q,Third,man,True,Queenstown,no,True,Adult,-0.10128291979289036,-0.5059948426612673
0,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,0.4909526033162764
1,2,male,1.0,0,2,37.0042,C,Second,child,False,Cherbourg,yes,False,Child,-2.1806160567949973,0.09874779810542314
1,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,Adult,-0.10128291979289036,-0.4898974548547925
1,3,female,15.0,1,0,14.4542,C,Third,child,False,Cherbourg,yes,False,Teenager,-1.1024433190902012,-0.3549973206895828
1,2,male,0.83,1,1,18.75,S,Second,child,False,Southampton,yes,False,Child,-2.19370815432427,-0.2685583725157652
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5003768543168076
0,3,male,23.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,Adult,-0.4863446118303176,-0.4878007700929992
0,3,male,18.0,0,0,8.3,S,Third,man,True,Southampton,no,True,Adult,-0.8714063038677448,-0.4788305007378411
1,1,female,39.0,1,1,83.1583,C,First,woman,False,Cherbourg,yes,False,Adult,0.7458528026894495,1.0274483563039414
0,3,male,21.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,Adult,-0.6403692886452884,-0.47153637188803227
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4838609344273645
1,3,male,32.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,Adult,0.2067664338370514,0.4909526033162764
1,1,male,28.0,0,0,29.7,C,First,man,True,Cherbourg,yes,True,Adult,-0.10128291979289036,-0.04822537691464258
0,3,male,20.0,0,0,7.925,S,Third,man,True,Southampton,no,True,Adult,-0.7173816270527739,-0.48637615127212613
0,2,male,16.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Teenager,-1.0254309806827158,-0.4345626842700357
1,1,female,30.0,0,0,31.0,C,First,woman,False,Cherbourg,yes,True,Adult,0.052741757022080525,-0.02206712172912115
0,3,male,34.5,0,0,6.4375,C,Third,man,True,Cherbourg,no,True,Adult,0.399297279855765,-0.5163072317247901
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,Teenager,-0.9484186422752302,-0.47153637188803227
0,3,male,42.0,0,0,7.55,S,Third,man,True,Southampton,no,True,Adult,0.9768898179119059,-0.49392180180641115
0,3,male,28.0,8,2,69.55,S,Third,man,True,Southampton,no,False,Adult,-0.10128291979289036,0.7536257531953791
0,3,male,35.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,Adult,0.43780344905950774,-0.48696370592706245
0,2,male,28.0,0,1,33.0,S,Second,man,True,Southampton,no,False,Adult,-0.10128291979289036,0.01817634778706563
1,1,female,28.0,1,0,89.1042,C,First,woman,False,Cherbourg,yes,False,Adult,-0.10128291979289036,1.147090179002089
0,3,male,4.0,4,2,31.275,S,Third,child,False,Southampton,no,False,Child,-1.949579041572541,-0.016533644670645498
0,3,male,74.0,0,0,7.775,S,Third,man,True,Southampton,no,True,Senior,3.4412846469514404,-0.4893944114858402
0,3,female,9.0,1,1,15.2458,C,Third,child,False,Cherbourg,no,False,Child,-1.5645173495351137,-0.3390689554550761
1,1,female,16.0,0,1,39.4,S,First,woman,False,Southampton,yes,False,Teenager,-1.0254309806827158,0.1469554502388633
0,2,female,44.0,1,0,26.0,S,Second,woman,False,Southampton,no,False,Adult,1.1309144947268768,-0.12267579551958811
1,3,female,18.0,0,1,9.35,S,Third,woman,False,Southampton,yes,False,Adult,-0.8714063038677448,-0.45770267924184305
1,1,female,45.0,1,1,164.8667,S,First,woman,False,Southampton,yes,False,Adult,1.2079268331343622,2.6715631086121396
1,1,male,51.0,0,0,26.55,S,First,man,True,Southampton,yes,True,Adult,1.670000863579275,-0.11160884140263673
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Cherbourg,yes,False,Adult,-0.4093322734228321,-0.25833049473822634
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,Adult,-0.10128291979289036,-0.5003768543168076
0,3,male,41.0,2,0,14.1083,S,Third,man,True,Southampton,no,False,Adult,0.8998774795044204,-0.3619574287424073
0,2,male,21.0,1,0,11.5,S,Second,man,True,Southampton,no,False,Adult,-0.6403692886452884,-0.41444094951194227
1,1,female,48.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,Adult,1.4389638483568186,-0.1241004143404611
0,3,female,28.0,8,2,69.55,S,Third,woman,False,Southampton,no,False,Adult,-0.10128291979289036,0.7536257531953791
0,2,male,24.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,-0.4093322734228321,-0.3842583473748022
1,2,female,42.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,Adult,0.9768898179119059,-0.3842583473748022
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Cherbourg,yes,False,Adult,-0.1782952582003758,-0.36698786243193066
0,1,male,31.0,0,0,50.4958,S,First,man,True,Southampton,no,True,Adult,0.12975409542956598,0.37022219476771606
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.45468441902812906
1,3,male,4.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False,Child,-1.949579041572541,-0.4218195896477352
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.25530759660786123,-0.48696370592706245
1,1,female,47.0,1,1,52.5542,S,First,woman,False,Southampton,yes,False,Adult,1.3619515099493331,0.4116407735937755
0,1,male,33.0,0,0,5.0,S,First,man,True,Southampton,no,True,Adult,0.28377877224453685,-0.5452322254395493
0,3,male,47.0,0,0,9.0,S,Third,man,True,Southampton,no,True,Adult,1.3619515099493331,-0.4647452864071758
1,2,female,28.0,1,0,24.0,C,Second,woman,False,Cherbourg,yes,False,Adult,-0.10128291979289036,-0.1629192650357749
1,3,female,15.0,0,0,7.225,C,Third,child,False,Cherbourg,yes,True,Teenager,-1.1024433190902012,-0.5004613656027915
0,3,male,20.0,0,0,9.8458,S,Third,man,True,Southampton,no,True,Adult,-0.7173816270527739,-0.44772632314878036
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.7943939654602593,-0.48696370592706245
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.48696370592706245
1,1,female,56.0,0,1,83.1583,C,First,woman,False,Cherbourg,yes,False,Adult,2.055062555616702,1.0274483563039414
1,2,female,25.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,Adult,-0.3323199350153467,-0.12267579551958811
0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,Adult,0.28377877224453685,-0.48696370592706245
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Southampton,no,True,Adult,-0.563356950237803,-0.4342266512995755
0,2,male,28.0,0,0,10.5,S,Second,man,True,Southampton,no,True,Adult,-0.10128291979289036,-0.4345626842700357
0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True,Adult,-0.3323199350153467,-0.5039826691854579
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Queenstown,no,False,Adult,0.7458528026894495,-0.05979537440054626
0,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,no,True,Adult,-0.1782952582003758,-0.3842583473748022
1,1,female,19.0,0,0,30.0,S,First,woman,False,Southampton,yes,True,Adult,-0.7943939654602593,-0.04218885648721454
0,3,female,28.0,1,2,23.45,S,Third,woman,False,Southampton,no,False,Adult,-0.10128291979289036,-0.17398621915272627
1,1,male,26.0,0,0,30.0,C,First,man,True,Cherbourg,yes,True,Adult,-0.25530759660786123,-0.04218885648721454
0,3,male,32.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,Adult,0.2067664338370514,-0.4898974548547925
